sjj_Y34D9A_152.d	WBGene00021328(npr-23),Y34D9A.2
mv_F08H9.6	WBGene00008594(clec-57),F08H9.6
cenix:126-g6	WBGene00015720,C13A2.3
cenix:168-b7	WBGene00012609,Y38F1A.7
sjj_F22D3.4	WBGene00017700,F22D3.4
sjj_F13H6.2	WBGene00017430(bcl-11),F13H6.1
cenix:305-a1	WBGene00022737(tofu-7),ZK418.8
mv_K10F12.6	WBGene00019638,K10F12.6
cenix:178-e7	WBGene00013432,Y66D12A.6
sjj_C40H1.5	WBGene00008040(ttr-5),C40H1.5
sjj_F29G9.5	WBGene00004502(rpt-2),F29G9.5
sjj2_F45C12.7	WBGene00018438(btb-6),F45C12.7
sjj_K09A11.2	WBGene00010705(cyp-14A1),K09A11.2
sjj_ZK829.4	WBGene00014095(gdh-1),ZK829.4
sjj_F13D12.9	WBGene00008743,F13D12.9
mv_F46F11.7	WBGene00018510,F46F11.7
mv_C17E4.2	WBGene00007642,C17E4.2	WBGene00219310,C17E4.19	WBGene00219313,C17E4.20
sjj2_C26F1.1a	WBGene00016146,C26F1.1
cenix:103-f9	WBGene00020994,W03F8.4
mv_F07C6.4c	WBGene00008555,F07C6.4	WBGene00010829,M02B1.4
sjj_D2096.7	WBGene00017074,D2096.7
cenix:106-b5	WBGene00015402,C03G6.17
sjj_Y19D10A.h_1	WBGene00018918,F56A4.10
cenix:204-e5	WBGene00003045(lir-2),F18A1.4
sjj_C55B7.7	WBGene00019434(nmtn-1),K06A5.8
cenix:122-a3	WBGene00006706(ubc-9),F29B9.6
cenix:165-c4	WBGene00001145(eat-16),C16C2.2
mv_C14C6.6	WBGene00015760,C14C6.6
cenix:175-c6	WBGene00000969(dhs-5),F56D1.5
mv_F38C2.7	WBGene00009539,F38C2.7
mv_C04B4.1	WBGene00007289,C04B4.1
mv_B0025.3	WBGene00000814(csn-2),B0025.2	WBGene00194700,B0025.5
sjj_F10B5.4	WBGene00006655(tub-1),F10B5.4
sjj_F53G2.1	WBGene00018766,F53G2.1
cenix:13-c9	WBGene00016424,C34H4.1
sjj2_F42G8.7	WBGene00018358,F42G8.7
cenix:177-b3	WBGene00021012(pig-1),W03G1.6
mv_F36G3.1	WBGene00009482,F36G3.1
mv_ZK470.6	WBGene00022747,ZK470.6
sjj_C07D10.4	WBGene00003526(nas-7),C07D10.4
cenix:244-c1	WBGene00004007(pgp-13),F22E10.2
cenix:61-d7	WBGene00002129(inx-7),K02B2.4
TH:302d7	WBGene00020600(trd-1),T20B12.1
mv_CAA78521	WBGene00006769(unc-33),Y37E11C.1
cenix:220-c3_1	WBGene00011804,T16G12.3
smd_C45E1.4	WBGene00195056,C45E1.5
cenix:171-a2	WBGene00001393(fat-1),Y67H2A.8
mv_C50F7.8	WBGene00016845,C50F7.5
cenix:92-h8	WBGene00016155,C27A12.4
cenix:22-a11	WBGene00016333,C32F10.8
TH:323C6	WBGene00000668(col-93),W05B2.5
cenix:156-e6	WBGene00012830(mrps-28),Y43F8C.8
cenix:59-h1	WBGene00006718(ubc-23),C28G1.1
sjj_F54E12.3_1	WBGene00001920(his-46),B0035.9
cenix:214-e11	WBGene00003790(npp-4),Y54E5A.4
mv_F49E11.11	WBGene00009896(scl-3),F49E11.11
mv_G_YK3450	WBGene00023068(rpl-41.2),F54D7.7
smd_C01B7.2	WBGene00006342(sup-37),C01B7.1
TH:324H1	WBGene00014013,ZK632.4
mv_T02C1.1	WBGene00011365,T02C1.1
sjj_Y25C1A.12	WBGene00005181(srg-24),Y25C1A.12
mv_F52G3.5	WBGene00018713,F52G3.5
sjj_F58A4.1	WBGene00010226,F58A4.1
mv_R10E4.3	WBGene00011200,R10E4.3
sjj_F17B5.2	WBGene00008906(oac-17),F17B5.2
mv_C02F5.7.v5	WBGene00015350(fbxl-1),C02F5.7
mv_C50E10.6	WBGene00016829(sre-54),C50E10.6
smd_Y47H9B.1	WBGene00012946,Y47H9B.2
sjj_M03B6.3	WBGene00010835,M03B6.3
mv_Y7A5A.9	WBGene00012415,Y7A5A.9	WBGene00219351,Y7A5A.20
sjj_B0228.9	WBGene00015066,B0228.9
sjj_C46E10.1	WBGene00016707,C46E10.1
mv_AAD49856	WBGene00000072(add-1),F39C12.2
cenix:104-g10	WBGene00001867(him-8),T07G12.12
sjj_R10H10.4	WBGene00011223,R10H10.4
cenix:325-g10	WBGene00007403(set-3),C07A9.7
TH:342A1	WBGene00001561(gei-4),W07B3.2
sjj_Y41E3.2	WBGene00001066(dpy-4),Y41E3.2
TH:314A8	WBGene00015478,C05D10.2
mv_C34F11.9b	WBGene00001101(dsh-1),C34F11.9
mv_F09F3.6	WBGene00008628(ttr-21),F09F3.6
sjj2_C37E2.3	WBGene00007995,C37E2.3
sjj_Y58G8A.c	WBGene00021981(lgc-26),Y58G8A.1
cenix:328-c5	WBGene00020452(fbxa-22),T12B5.5
cenix:175-g6	WBGene00010184,F57A10.2
mv_C01B4.5	WBGene00005138(srd-61),C01B4.5
cenix:143-f8	WBGene00012434,Y11D7A.10
sjj_C07G3.6	WBGene00006256(str-225),C07G3.6
mv_F42H10.3	WBGene00018367,F42H10.3
mv_Y47D7A.h	WBGene00021620,Y47D7A.7
sjj_T20G5.1	WBGene00011867(chc-1),T20G5.1
sjj_F36A4.7	WBGene00000123(ama-1),F36A4.7
sjj2_F55C12.4	WBGene00018871,F55C12.4
sjj_E03H12.2	WBGene00017109(clec-177),E03H12.2
mv_C27B7.1	WBGene00005007(spr-2),C27B7.1
sjj_F54D7.4	WBGene00006984(zig-7),F54D7.4
cenix:140-h10	WBGene00011189,R10D12.8
mv_R01B10.4	WBGene00019806,R01B10.4
sjj_F32D1.7	WBGene00017986,F32D1.7
TH:310D12	WBGene00015469,C05D2.8
mv_T02E9.2	WBGene00001716(grl-7),T02E9.2
mv_Y36E3A.1	WBGene00012533(fbxa-209),Y36E3A.1
cenix:193-h8	WBGene00016389,C34B2.4
sjj_C43F9.4	WBGene00008072,C43F9.4
mv_C44H4.7	WBGene00001325(eor-2),C44H4.7
cenix:123-a6	WBGene00009924(cfp-1),F52B11.1
TH:308H9	WBGene00015519(doxa-1),C06E1.3
mv_H12C20.5	WBGene00005981(srx-90),H12C20.5
cenix:173-f11	WBGene00016481,C36C5.12
cenix:40-d1	WBGene00044106(srbc-84),C31A11.10
sjj2_F38A1.14	WBGene00009526(clec-169),F38A1.14
cenix:63-b9	WBGene00022069(eel-1),Y67D8C.5
sjj_F49F1.10	WBGene00018650,F49F1.10
sjj_F46A8.3	WBGene00009746,F46A8.3
sjj_R03H4.3	WBGene00005894(srx-3),R03H4.3
mv_T24C12.3	WBGene00020764,T24C12.1	WBGene00020765,T24C12.3
TH:310A9	WBGene00018672(sorf-2),F52C9.1
cenix:322-a4	WBGene00014011,ZK632.2
sjj_F23H12.6	WBGene00001539(gcy-13),F23H12.6
mv_G_YK5931	WBGene00015235(cdc-26),B0511.9
sjj_M01A8.2	WBGene00010796(clip-1),M01A8.2
cenix:157-c1	WBGene00021219,Y19D10A.4
TH:324F11	WBGene00000137(amx-1),R13G10.2
cenix:232-d8	WBGene00000683(col-109),Y38C1BA.3
sjj_T15D6.10	WBGene00011784,T15D6.10
mv_K10C2.4	WBGene00019620(fah-1),K10C2.4
cenix:164-d8	WBGene00019865,R04A9.6
cenix:138-g3	WBGene00001672(gpa-10),C55H1.2
sjj_C48B4.4	WBGene00000421(ced-7),C48B4.4
mv_H22K11.2	WBGene00019225(bgal-2),H22K11.2	WBGene00019227(sgca-1),H22K11.4
cenix:144-g9	WBGene00022024,Y64H9A.2
cenix:75-e8	WBGene00011352(rskn-1),T01H8.1
cenix:126-b10	WBGene00022501,ZC8.6
sjj2_C51F7.1	WBGene00001493(frm-7),C51F7.1
sjj_C25H3.7	WBGene00016116,C25H3.7
sjj_D2092.7	WBGene00006645(tsp-19),D2092.7
mv_K07B1.1	WBGene00006623(try-5),K07B1.1
sjj2_B0272.4	WBGene00007130,B0272.4
TH:312B12	WBGene00017751,F23F12.3
cenix:26-d5	WBGene00020910(dgtr-1),W01A11.2
cenix:311-g2	WBGene00019680,K12H4.5
sjj_F13B9.1	WBGene00017419,F13B9.1
mv_C24B9.12	WBGene00005219(srg-62),C24B9.12
sjj_E03H4.7	WBGene00008475(oac-13),E03H4.7
sjj_W10C8.1	WBGene00021125(ccb-2),W10C8.1
cenix:331-h2	WBGene00017166(aldo-2),F01F1.12
cenix:127-g10	WBGene00018130,F36H12.17
sjj_T23F11.1	WBGene00011953(ppm-2),T23F11.1
sjj_Y116A8C.13	WBGene00013792,Y116A8C.13
sjj_C11G10.2	WBGene00007526,C11G10.2
TH:328A3	WBGene00020551,T17H7.7
cenix:237-f8	WBGene00017402,F12E12.1
cenix:27-c5	WBGene00003166(mec-2),F14D12.4
sjj_Y50E8.n	WBGene00013052(scrm-7),Y50E8A.9
sjj_ZK131.8	WBGene00001888(his-14),ZK131.8
sjj_E03A3.8	WBGene00006811(unc-79),E03A3.6
mv_T21B10.6	WBGene00011888(cutl-15),T21B10.6
TH:302D8	WBGene00003559(ncl-1),ZK112.2
cenix:341-f9	WBGene00019630(emb-1),K10D2.4
cenix:150-e8	WBGene00005533(sri-21),T24A6.4
mv_ZK512.7	WBGene00013986,ZK512.7
smd_4ZK370.6	WBGene00022720,ZK370.6
cenix:156-g8	WBGene00012348(pptr-1),W08G11.4
mv_F23B12.3	WBGene00009081,F23B12.4
mv_F13H8.9	WBGene00017442,F13H8.9
smd_Y19D10A.e	WBGene00021227(mct-1),Y19D10A.12
cenix:217-c4	WBGene00013776,Y116A8A.6
mv_T27A3.1	WBGene00020838(trak-1),T27A3.1
sjj_C04E7.2	WBGene00015429(sor-3),C04E7.2
TH:322C9	WBGene00008167(acox-5),C48B4.1
sjj_W05H9.2	WBGene00021049,W05H9.2
cenix:207-f12	WBGene00015113,B0281.6
sjj_ZC334.3	WBGene00002107(ins-24),ZC334.3
mv_C01G5.3	WBGene00015305,C01G5.3
mv_Y71F9AL.2	WBGene00022108,Y71F9AL.2
mv_C13A2.5	WBGene00015722,C13A2.5
mv_C37A5.8	WBGene00014700,C37A5.6
sjj_ZC412.7_1	WBGene00010377(nspa-1),H12D21.1
mv_C24H11.7	WBGene00007703(gbf-1),C24H11.7
mv_F48B9.8	WBGene00018593,F48B9.8
sjj2_C18F10.9	WBGene00015979,C18F10.9
sjj2_C02H7.3a	WBGene00000086(aex-3),C02H7.3
sjj_Y38F2A_6126.g_1	WBGene00021423(tftc-1),Y38F2AR.5
sjj_T02G6.4	WBGene00011386,T02G6.3
cenix:327-d5	WBGene00002915(let-805),H19M22.2
sjj_F23B2.11	WBGene00003958(pcp-3),F23B2.11
smd_C25A1.12	WBGene00007711(lid-1),C25A1.12
sjj_F21F8.10	WBGene00006183(str-135),F21F8.10
sjj_Y39C12A.a	WBGene00012704(mlt-3),Y39C12A.1
sjj_Y95B8A_84.b	WBGene00022390(him-19),Y95B8A.11
sjj_F26G1.1	WBGene00017837,F26G1.1
cenix:307-f12	WBGene00014027(tpk-1),ZK637.9
mv_Y51A2B.4	WBGene00013068,Y51A2B.4
sjj_F44G4.6	WBGene00009715,F44G4.6
sjj_F17H10.3	WBGene00008927(snx-17),F17H10.3
cenix:97-e1	WBGene00019415,K05F6.4	WBGene00045486,K05F6.12
cenix:182-d8	WBGene00008186(best-11),C49A1.3
sjj_Y116A8C.27	WBGene00013804,Y116A8C.27	WBGene00013814,Y116A8C.43
mv_C41C4.4	WBGene00002147(ire-1),C41C4.4	WBGene00006832(unc-105),C41C4.5
mv_AAC46919	WBGene00006843(unc-119),M142.1
sjj2_F41G3.17	WBGene00002098(ins-15),F41G3.17
cenix:109-a8	WBGene00020433,T11F8.1
mv_F52E1.5	WBGene00044696,F52E1.14
WBPaper00038381:T02G5_1_1	WBGene00002238(kars-1),T02G5.9
cenix:160-a6	WBGene00008776,F13H10.5
cenix:12-b8	WBGene00017362,F10G2.1
mv_T02E1.6	WBGene00011378,T02E1.6
TH:197-e5	WBGene00011237(gkow-1),R11A8.2
sjj_D2023.7	WBGene00000731(col-158),D2023.7
cenix:223-g3_1	WBGene00002017(hsp-16.11),T27E4.2
cenix:84-h10	WBGene00017672,F21F3.2
mv_F14H3.12	WBGene00008831,F14H3.12
mv_Y14H12A.b	WBGene00021190,Y14H12A.1
mv_Y48A6C.4	WBGene00012977,Y48A6C.4
mv_AAB81029	WBGene00001855(hil-4),C18G1.5
mv_T09A12.3	WBGene00003839(ocr-2),T09A12.3
mv_T03A1.c_4	WBGene00000140(anc-1),ZK973.6
mv_T24B8.4	WBGene00011978,T24B8.4
mv_F45D11.14_1	WBGene00018460,F45D11.15
cenix:76-b2	WBGene00011945(hpo-24),T23D8.7
mv_T04B8.1	WBGene00019497,K07E8.6	WBGene00020203,T04B8.1
mv_F55D12.5	WBGene00010113,F55D12.5
mv_ZK892.4	WBGene00014128,ZK892.4
sjj_F58E2.4	WBGene00019048,F58E2.4
cenix:329-a10	WBGene00010544,K03H1.9	WBGene00010547,K03H1.12
cenix:105-d8	WBGene00021720,Y49F6B.8
mv_F02E11.2	WBGene00017180,F02E11.2	WBGene00195073,F02E11.7
sjj_F41E7.8	WBGene00009624(cnc-8),F41E7.8
cenix:152-d7	WBGene00000038(ace-4),Y48B6A.7
mv_W06G6.13	WBGene00005822(srw-75),W06G6.13
sjj_Y53G8A_9248.c_1	WBGene00021800,Y53G8AL.2
cenix:11-e1	WBGene00009149,F26D2.10
mv_F53F4.11	WBGene00009993,F53F4.11
mv_T03F1.2	WBGene00000764(coq-4),T03F1.2
sjj_C06E4.5	WBGene00015534,C06E4.5
sjj_R10D12.9	WBGene00011190(swt-6),R10D12.9	WBGene00011191,R10D12.10
smd_C30F12.3:2	WBGene00016262,C30F12.3
cenix:81-b9	WBGene00006625(try-7),ZC581.6
mv_Y47G7B.2	WBGene00021654,Y47G7B.2
sjj_F09C6.7	WBGene00005145(srd-68),F09C6.7
cenix:190-c5	WBGene00006711(ubc-16),Y54E5B.4
mv_AAC47510	WBGene00004361(rib-2),K01G5.6
sjj_F44A2.7	WBGene00018406,F44A2.7
mv_R08H2.7	WBGene00005275(srh-52),R08H2.7
sjj_F10C2.1	WBGene00004032(pkc-1),F57F5.5
sjj_H17B01.2	WBGene00000646,H17B01.2
sjj_Y73C8C.6	WBGene00006130(str-68),Y73C8C.6
sjj_F41G4.3	WBGene00006067(sto-5),F41G4.3
sjj_H39E20.1	WBGene00019267,H39E20.1
smd_F23A7.4_1	WBGene00009069,F23A7.4
cenix:72-e2	WBGene00002261(ldb-1),F58A3.1
mv_F47B3.2	WBGene00018531,F47B3.7
sjj_ZK1067.4	WBGene00014210,ZK1067.4
mv_F44E7.9	WBGene00018431,F44E7.9
mv_Y41E3.8	WBGene00012766,Y41E3.8
cenix:170-d7	WBGene00013253,Y57A10A.8
sjj_F09C6.10	WBGene00003706(nhr-116),F09C6.9	WBGene00008620,F09C6.10
sjj2_R05D3.12	WBGene00019884,R05D3.12
sjj_F49E7.1	WBGene00004377(rme-6),F49E7.1
sjj2_T01E8.7	WBGene00005352(srh-135),T01E8.7
cenix:238-a4	WBGene00021916,Y55D5A.2
cenix:96-f11	WBGene00018646(mul-1),F49F1.6
sjj_F56B3.4	WBGene00004824,F56B3.4	WBGene00018935(skr-18),F56B3.12
sjj_K09H9.2	WBGene00019595,K09H9.2
TH:306C11	WBGene00016197(pxl-1),C28H8.6
mv_F31B9.3	WBGene00009280,F31B9.3
sjj_F42A10.1	WBGene00018339(abcf-3),F42A10.1
mv_G_YK8190	WBGene00022043(psf-3),Y65B4BR.8
mv_F41F3.6	WBGene00005965(srx-74),F41F3.6
mv_F26H9.2	WBGene00009174,F26H9.2
sjj2_ZK1053.2	WBGene00014197,ZK1053.2
mv_F54D10.9	WBGene00018810,F54D10.9
mv_F01G12.2	WBGene00006353(sur-7),F01G12.2
mv_C53B4.8	WBGene00008277(mltn-12),C53B4.8
sjj_R160.7	WBGene00003084(lst-2),R160.7
sjj_C55A6.2	WBGene00008331(ttll-5),C55A6.2
mv_F42F12.6	WBGene00009637(nspc-13),F42F12.6	WBGene00023493(nspc-12),F42F12.10
mv_ZC196.9	WBGene00022552,ZC196.9
sjj_C46F11.3	WBGene00008118(madf-8),C46F11.3
mv_F07G6.8	WBGene00017227,F07G6.8
cenix:230-e6	WBGene00016360,C33G8.2
mv_B0523.3	WBGene00003993(pgl-2),B0523.3
sjj_F36A2.12	WBGene00023490,F36A2.14
sjj_T25B9.6	WBGene00012012,T25B9.6
sjj_D2005.2	WBGene00003746(nlp-8),D2005.2
mv_CAA64866	WBGene00003172(mec-8),F46A9.6
cenix:68-b3	WBGene00015683,C10G8.4
mv_K08E4.2	WBGene00010666,K08E4.2
cenix:176-e4	WBGene00020098,R144.10
cenix:71-g5	WBGene00017004(nrd-1),D1007.7
cenix:95-c8	WBGene00009530,F38B2.3
cenix:100-e5	WBGene00013885,ZC412.4
cenix:74-c8	WBGene00000983(dhs-20),F35B12.2
cenix:47-g10	WBGene00016951,C55C3.1
mv_R10F2.4	WBGene00019995,R10F2.4
sjj_C02E7.3	WBGene00005245(srh-20),C02E7.3
TH:328B9	WBGene00020759,T24C4.3
sjj_T04F8.4	WBGene00011443(cutl-11),T04F8.4
smd_F57F4.3_1	WBGene00019017,F57F4.4
cenix:50-a9	WBGene00015092(mrpl-47),B0261.4
sjj_T16G1.11	WBGene00001233(eif-3.K),T16G1.11	WBGene00011307(mpst-7),R186.6
sjj_T21E12.4	WBGene00000962(dhc-1),T21E12.4
cenix:71-e8	WBGene00008780(hxk-1),F14B4.2
TH:310E2	WBGene00022699,ZK353.3
mv_R11.3	WBGene00011228,R11.3
TH:320c10	WBGene00003795(npp-9),F59A2.1
cenix:52-a6	WBGene00006692(twk-42),W06D12.2
mv_F53E10.5	WBGene00018761,F53E10.5
cenix:164-f8	WBGene00011020,R05A10.3
sjj_Y37A1B.3	WBGene00003086(lst-4),Y37A1B.2
cenix:306-d7	WBGene00004316(rbf-1),F37A4.7
mv_Y106G6G.1	WBGene00013710,Y106G6G.1
sjj_H06H21.6	WBGene00019163(ubxn-6),H06H21.6
sjj_ZK39.6	WBGene00013931(clec-97),ZK39.6	WBGene00013932(clec-98),ZK39.7
TH:301H1	WBGene00003590(nex-3),C28A5.3
cenix:89-e1	WBGene00011890(mics-1),T21C9.1
cenix:306-e10	WBGene00006662(twk-7),F22B7.7
cenix:137-f2	WBGene00001228(eif-3.E),B0511.10
smd_K02B12.4	WBGene00010497(axl-1),K02B12.4
sjj_ZK270.2	WBGene00001488(frm-1),ZK270.2
mv_B0273.4a	WBGene00006745(unc-5),B0273.4
cenix:169-e3	WBGene00012856,Y44A6D.6
mv_AAC27121	WBGene00003224(mes-6),C09G4.5
sjj_T07G12.10	WBGene00011601(zim-3),T07G12.11
mv_Y9C9A.13	WBGene00021180,Y9C9A.13
cenix:24-d3	WBGene00017974(vps-41),F32A6.3
sjj2_E03H4.5	WBGene00008473,E03H4.5
sjj2_Y47D3A.22	WBGene00012933(mib-1),Y47D3A.22
smd_C44C8.4_4	WBGene00019073(fbxc-3),F58H7.8
sjj_VF39H2L.1	WBGene00012150(syx-17),VF39H2L.1
cenix:120-g3	WBGene00009883,F49C12.14
sjj2_ZK1248.16.1	WBGene00002268(lec-5),ZK1248.16
mv_C03B1.4	WBGene00015375,C03B1.4
cenix:245-b2	WBGene00235290,Y59H11AR.10
sjj_F23B12.5	WBGene00009082(dlat-1),F23B12.5
cenix:154-a5	WBGene00022375,Y94H6A.2
TH:329E9	WBGene00010479,K01G5.8
sjj_D2024.4	WBGene00017052,D2024.4
mv_Y38C1AB.4_1	WBGene00001492(frm-5.1),Y38C1AB.8	WBGene00021403,Y38C1AB.1
cenix:54-f5	WBGene00021784(cogc-4),Y51H7C.6
sjj_C27F2.8	WBGene00016170,C27F2.8
cenix:199-b11	WBGene00011494,T05F1.9
sjj_K02B9.2	WBGene00010493(meg-2),K02B9.2
mv_C06G4.4	WBGene00015558,C06G4.4
sjj_ZK1127.5	WBGene00022852,ZK1127.5
mv_B0035.5	WBGene00007108(gspd-1),B0035.5
sjj_C54C6.1	WBGene00004451(rpl-37),C54C6.1
sjj_F35E2.1_1	WBGene00008889,F16D3.6
sjj_ZK1225.4	WBGene00014238,ZK1225.4
sjj_B0413.1	WBGene00012668,Y39B6A.5
cenix:341-e4	WBGene00000405(cdk-1),T05G5.3
cenix:233-h2	WBGene00022237,Y73B6BL.14
cenix:120-e12	WBGene00017109(clec-177),E03H12.2
sjj_Y38E10A.x	WBGene00012600,Y38E10A.22
sjj_ZK1086.1	WBGene00014215(obr-3),ZK1086.1
cenix:202-g5	WBGene00021058(vps-18),W06B4.3
TH:331H1	WBGene00018827(pst-2),F54E7.1
sjj_F15B9.6	WBGene00008850,F15B9.6
mv_F11C1.4	WBGene00008693,F11C1.4
TH:323D9_1_1	WBGene00012969,Y48A6B.8
mv_G_YK8498	WBGene00022881,ZK1248.11
TH:320B4	WBGene00000770(cpb-1),C40H1.1
sjj_C06A12.5	WBGene00007358(lact-6),C06A12.5
sjj2_K05C4.10	WBGene00010586,K05C4.10
sjj2_Y73B6BL.18.1	WBGene00004881(smg-3),Y73B6BL.18
cenix:165-h4	WBGene00015913,C17F4.7
sjj_Y39A3A.4_1	WBGene00021435,Y39A3A.4
sjj_Y53G8A_6046.a	WBGene00021810(phf-15),Y53G8AR.2
cenix:114-g7	WBGene00013897,ZC443.2
cenix:158-f5	WBGene00007747,C26E1.1
mv_AAD47825	WBGene00000527(cle-1),C36B1.1
sjj_W02H5.a	WBGene00020962,W02H5.8
cenix:94-b2	WBGene00016818,C50E3.7
cenix:85-c12	WBGene00008782(sdz-14),F14B6.1
mv_G_YK2782	WBGene00006381(tac-1),Y54E2A.3
mv_F59C12.1	WBGene00000401(cdh-9),F59C12.1
cenix:128-e5	WBGene00013658,Y105C5B.19
cenix:326-h11	WBGene00015242,B0524.3
cenix:135-f2	WBGene00006162(str-111),F10A3.15
cenix:221-g5_1	WBGene00000728(col-155),F55C10.3
cenix:174-a1	WBGene00000603(col-14),C46A5.3	WBGene00016700,C46A5.4
cenix:135-d5	WBGene00004922(snt-2),F42G9.7
sjj_C18C4.5	WBGene00015966,C18C4.5
sjj_D1007.6	WBGene00004479(rps-10),D1007.6
sjj_C35D10.5	WBGene00016442,C35D10.5
cenix:226-e8	WBGene00016370,C33H5.1
sjj_ZK455.7	WBGene00003997(pgp-3),ZK455.7
TH:307C10	WBGene00022785,ZK652.6
sjj_ZC395.3	WBGene00006590(toc-1),ZC395.3
sjj2_W03F9.10	WBGene00021004,W03F9.10
TH:314F1	WBGene00004132(ifet-1),F56F3.1
cenix:221-b4	WBGene00009905(clec-240),F49H6.1
sjj_F01D4.8	WBGene00008490,F01D4.8
sjj_ZK218.6	WBGene00013940(nhr-248),ZK218.6
mv_C34D10.1	WBGene00016406,C34D10.1
sjj_C50F2.2	WBGene00016836,C50F2.2
TH:303F10	WBGene00020970,W03A5.6
mv_C44B7.1	WBGene00016623(psmd-9),C44B7.1	WBGene00016624,C44B7.2
cenix:28-f3	WBGene00003697(nhr-107),C33G8.11
cenix:334-b9	WBGene00006986(zip-1),Y75B8A.35
sjj_C33C12.9	WBGene00016341(mtq-2),C33C12.9
mv_ZC434.2	WBGene00004476(rps-7),ZC434.2
sjj2_F11A5.9.1	WBGene00008677,F11A5.9
sjj_Y22F5A.2	WBGene00005530(sri-18),Y22F5A.2	WBGene00012494(nhr-232),Y22F5A.1
sjj_K08C7.6	WBGene00010648,K08C7.6
mv_Y55F3C.d	WBGene00021949(clec-164),Y55F3C.5
mv_T07C4.3a	WBGene00011560,T07C4.3
sjj_K05F6.8	WBGene00019419,K05F6.8
mv_F37C12.8	WBGene00005073(srb-8),F37C12.15
cenix:231-f1	WBGene00005687(sru-24),F31F4.13
cenix:103-g6	WBGene00011396(nhr-271),T03E6.3
cenix:48-c7	WBGene00006698(uaf-2),Y116A8C.35
mv_Y56A3A.32	WBGene00006937(wah-1),Y56A3A.32
sjj_K06B9.5	WBGene00003938(pax-2),K06B9.5
sjj_Y43F8A.1	WBGene00012808,Y43F8A.1
TH:311D5	WBGene00018949(acbp-4),F56C9.5
sjj_C25E10.5	WBGene00016095,C25E10.5
mv_ZC168.1	WBGene00003568(ncx-3),ZC168.1
sjj_B0284.4	WBGene00007134,B0284.4
mv_Y54G2A.o	WBGene00006708(ubc-13),Y54G2A.31	WBGene00021888,Y54G2A.23
sjj_K10D2.1	WBGene00019627,K10D2.1
cenix:151-b7	WBGene00006769(unc-33),Y37E11C.1
mv_F53F10.1	WBGene00018763,F53F10.1
mv_F28D1.11	WBGene00009219(dpm-3),F28D1.11
sjj_F40A3.4	WBGene00018219,F40A3.4
cenix:86-e1	WBGene00003762(nlp-24),F35B12.7
smd_AC3.7	WBGene00007072(ugt-1),AC3.7
sjj_M04D8.3	WBGene00002106(ins-23),M04D8.3
cenix:214-a7	WBGene00000877(cyn-1),Y49A3A.5
cenix:155-g11	WBGene00021461(nekl-1),Y39G10AR.3
mv_Y55B1AR.4	WBGene00021908,Y55B1AR.4
mv_AAA28110	WBGene00003473(mtl-1),K11G9.6
cenix:81-g5	WBGene00005508(srh-304),Y94A7B.9
mv_T26C11.4	WBGene00020830,T26C11.4
mv_F42G8.6	WBGene00018357(moc-3),F42G8.6
mv_H09F14.1	WBGene00010375,H09F14.1
mv_F55B11.3	WBGene00010085,F55B11.3
sjj_C14B1.3	WBGene00007574,C14B1.3
cenix:49-d11	WBGene00001915(his-41),C50F4.5
sjj_R107.1	WBGene00003518(nac-2),R107.1
mv_F23C8.3	WBGene00017732,F23C8.3
sjj2_Y47D7A.3	WBGene00021617,Y47D7A.3	WBGene00195160,Y47D7A.17
TH:308E3	WBGene00011368(tftc-5),T02C12.3
mv_R12H7.2	WBGene00000217(asp-4),R12H7.2
sjj_C01B4.5	WBGene00005138(srd-61),C01B4.5
smd_F26D11.5:2	WBGene00017822(clec-216),F26D11.5
mv_CAA42793	WBGene00003003(lin-14),T25C12.1
mv_T11A5.4	WBGene00043059(srab-26),T11A5.7
mv_Y16E11A.1	WBGene00021193(math-44),Y16E11A.1
smd_F58H1.7	WBGene00010290,F58H1.7
sjj2_F13A2.9	WBGene00044531,F13A2.9
sjj_E02C12.1	WBGene00002036(hum-2),F36D4.3
sjj_Y47D3A.p	WBGene00001246(elo-8),Y47D3A.30	WBGene00206461,Y47D3A.34
sjj2_F10E7.10	WBGene00017351(cutl-5),F10E7.10
sjj_F34D10.6	WBGene00009375,F34D10.6
cenix:138-f1	WBGene00008133(efsc-1),C47B2.7
TH:307H9	WBGene00015156,B0361.2
TH:329D10	WBGene00018793(mrpl-40),F54C4.1
mv_R10E11.6	WBGene00011218,R10E11.6
mv_H22D14.1	WBGene00010410(nhr-267),H22D14.1
cenix:145-g10	WBGene00007413(pro-2),C07E3.2
mv_Y116F11A.1	WBGene00013816,Y116F11A.1
cenix:36-h7	WBGene00012341(catp-6),W08D2.5
cenix:166-d5	WBGene00009840(fbxa-189),F47H4.9
sjj_T09D3.1	WBGene00005087(srd-9),T09D3.1
mv_Y38E10A.15	WBGene00012593(nspe-7),Y38E10A.15
cenix:312-e12	WBGene00018834,F54F2.6
sjj2_F26G5.2	WBGene00006241(str-208),F26G5.2
sjj_T02H7.7	WBGene00021408(trpl-4),Y38C1AB.6
sjj_F10E7.6	WBGene00017348,F10E7.6
sjj_T22G5.5	WBGene00011932(sptl-3),T22G5.5
cenix:164-c4	WBGene00003400(dapk-1),K12C11.4
sjj2_Y39H10A.3a	WBGene00003479(mtm-9),Y39H10A.3
sjj_C17D12.3_1	WBGene00012945,Y47H9A.1
cenix:53-h4	WBGene00001130(dyn-1),C02C6.1
